user_id,is_child,name,restricted_tags,liked_cat
U74676,False,Tonya Snyder,Violence,finance
U23499,True,Samuel Green,SSH,news
U25303,False,Timothy Serrano,SSH,movies
U50046,True,Andrew Rogers,ED,movies
U17886,True,Brittany Moore,Sexual,movies
U49550,False,Chris Paul,Violence,foodanddrink
U6549,True,Mr. Dominic Garza PhD,ED,weather
U79346,True,Angela Garza,Sexual,weather
U89835,False,Roberto Rogers,,entertainment
U73625,True,Sandra White,Violence,movies
U91706,True,Susan Lee,Violence,autos
U68553,False,Tiffany Hampton,Sexual,middleeast
U50013,False,Daniel Lee,Violence,kids
U18638,True,William Oneal,SSH,lifestyle
U44500,True,Richard Fletcher,,kids
U12533,False,Lauren Romero,Sexual,kids
U93221,True,Anthony Cruz,ED,news
U90109,True,John Vang,Violence,autos
U35585,False,Ronald Garcia,ED,kids
U90225,True,Robert Rosales,SSH,music
U72469,False,Claudia Sandoval,,video
U11905,False,Monica Sanchez,ED,foodanddrink
U18578,True,Evelyn Miller,Sexual,music
U28732,False,Daniel Deleon,,music
U15083,True,Alexis Bauer,ED,northamerica
U30538,False,Jessica Martin,Violence,northamerica
U54179,False,Dawn Williams,Violence,sports
U65358,False,Juan Wood,Violence,video
U1910,False,Chad Hayes,Violence,middleeast
U37209,False,Patrick Mitchell,Sexual,weather
U38494,True,Ian Zhang,SSH,finance
U57421,False,Amanda Pennington,Violence,news
U43285,True,Sarah Smith,Violence,northamerica
U86389,True,Jenna Jordan,ED,news
U17441,True,Latoya Powell,SSH,travel
U79443,False,Jamie Kennedy,Sexual,middleeast
U52314,True,John Davis,,health
U5135,False,Kelly Bell,,tv
U12889,False,Joann Stewart,,autos
U9370,False,Jason Owens,Violence,foodanddrink
U62384,True,Alyssa Smith,Sexual,kids
U33971,True,Corey Collins,Sexual,sports
U56684,True,Mitchell Lucas,SSH,finance
U91829,True,Kimberly Beard,ED,autos
U90007,False,James Torres,Sexual,finance
U64494,True,Shelley Ibarra,SSH,northamerica
U11996,False,Brian Vega,Violence,news
U58662,True,Hannah Torres,SSH,northamerica
U66352,True,Dustin Watson,Sexual,video
U67414,True,Abigail Butler,Violence,northamerica
U58750,False,Richard Diaz,,entertainment
U69555,False,Bryan Terrell,SSH,weather
U52651,True,Stephanie Fritz,Violence,sports
U48103,False,Ryan Wilson,Sexual,autos
U12034,True,Gina Hansen,Violence,entertainment
U74681,False,Mrs. Sheena Mendoza MD,SSH,sports
U26934,True,Evan Gibson,,music
U73105,True,Janet Anderson,Violence,middleeast
U69363,True,David Beasley,,music
U49118,False,Brianna Collins,,kids
U85751,True,Brandy Pennington,ED,autos
U85392,True,Chase Glass,Sexual,entertainment
U30111,False,Vincent Henderson,ED,sports
U36557,True,Maria Rogers,SSH,middleeast
U80657,True,Raymond Dillon,ED,weather
U45330,False,Robert Lambert,,kids
U84812,True,Linda Bell,ED,weather
U28123,False,Jeffery Stuart,Sexual,autos
U64251,True,Mr. James Fitzgerald,,foodanddrink
U33046,True,Adam Carpenter,,autos
U65364,True,Christine Galvan,SSH,foodanddrink
U27077,False,Stephanie Griffith,Violence,kids
U52002,False,Jonathan Freeman,Violence,entertainment
U12043,True,Bryan Garcia,,movies
U63090,True,Logan Reyes,Sexual,autos
U86378,False,Samuel Walter,ED,weather
U51734,False,Daniel Henderson,,movies
U92277,False,Linda Andrews,Violence,health
U78682,False,Gary Anderson,,news
U71613,False,Jermaine Taylor,ED,tv
U50034,False,Morgan Rodriguez,Violence,lifestyle
U90520,False,Angela May,Sexual,autos
U27006,False,Sean Murray,Sexual,movies
U91995,True,Karen Williams,SSH,finance
U67547,True,Katherine Lee,SSH,travel
U21083,False,Jeremiah Parker,,kids
U35468,True,Jesse Weiss,Violence,sports
U51038,True,Christopher Green,ED,middleeast
U63107,False,Thomas Davis,ED,weather
U62789,True,Jack Roberts DDS,ED,movies
U34767,False,Elizabeth Oliver,,tv
U90510,False,Zachary Wade,ED,movies
U22715,False,Kylie Dean,SSH,weather
U57331,True,Dawn Ward,,northamerica
U1057,True,Katie Arias,,tv
U74902,True,Kathleen Gaines,ED,foodanddrink
U31708,False,Adam Martin,,kids
U54993,False,Samantha Rhodes,,weather
U93016,True,Timothy Vega,Violence,northamerica
U41460,True,Victoria Garner,SSH,video
U54358,False,Carrie Coleman,Violence,finance
U90426,False,Mark Mack,ED,autos
U29218,False,Tommy Rios,,finance
U70993,False,Brooke Richards,SSH,lifestyle
U48185,False,Mr. Tyler Smith,Violence,foodanddrink
U4825,True,Hayley Juarez,,finance
U938,False,Carrie Andersen,ED,middleeast
U64048,False,Dana Morales,,foodanddrink
U63591,True,Brittany Howell,,middleeast
U85583,True,Jason Garrett,Violence,middleeast
U49062,False,John Swanson,,video
U86295,True,Timothy Kelly,SSH,entertainment
U42490,True,Lance Griffith,SSH,tv
U79713,True,Debbie Rodgers,SSH,music
U42130,True,John Rosario,ED,entertainment
U9958,True,Steven Vasquez,,news
U80562,True,Larry Haas,Violence,entertainment
U41641,False,Randall Lambert,SSH,lifestyle
U8628,False,Michael Murray,ED,weather
U1378,False,Kelly Hampton,Sexual,health
U83610,False,Tammy Fitzgerald,Violence,finance
U56002,False,Michael Kaiser,ED,northamerica
U23148,False,Angelica Pope,,northamerica
U45118,True,Rhonda Vasquez,Sexual,movies
U42042,True,Cassidy Levine,,northamerica
U74853,True,Kelly Vaughn,ED,northamerica
U24081,True,Anthony Farmer,,travel
U79742,True,Jeffrey Barker,Violence,sports
U25106,False,Troy Jefferson,ED,travel
U24922,False,Heather Watts,Sexual,kids
U66448,False,John Ramos,Sexual,finance
U57124,True,Stephen Sullivan,Sexual,music
U30758,False,Julie Taylor,Sexual,sports
U91138,True,David Patterson,SSH,middleeast
U42736,False,Mrs. Angelica Schneider,Sexual,autos
U43878,False,Austin Hughes,ED,kids
U38758,False,Derrick Terry,ED,video
U81420,False,Teresa Knox,SSH,travel
U66902,False,Alicia Webster,SSH,health
U13773,True,Bill Colon,ED,entertainment
U1919,False,Christine Brown,ED,music
U13259,True,Kirk Jackson,Sexual,video
U50197,True,Michael Mathews,SSH,news
U9508,False,Jimmy Patterson,Violence,music
U47983,False,Kathy Keith,Sexual,health
U28577,False,Michael Hansen,ED,music
U41547,True,Ryan Levy,SSH,sports
U81442,False,Laurie Jones,ED,music
U5029,True,James Taylor,SSH,foodanddrink
U52433,True,Rebecca Frye,ED,entertainment
U45352,True,Clayton Barnett,,weather
U80197,False,Victoria Chaney,SSH,sports
U63644,False,Jack Rocha,SSH,health
U91670,False,Cynthia Oneill,Sexual,health
U10589,False,Mary Flowers,Sexual,northamerica
U19158,False,Steven Mann,Violence,autos
U42271,False,William Ferguson,Sexual,autos
U88492,False,Ms. Lindsay Walker,ED,health
U42290,False,Robert Ramirez,ED,kids
U88106,False,Lucas Little,ED,sports
U58175,False,Tommy Smith,SSH,weather
U111,False,Kristie Patton,SSH,video
U30013,False,Daniel Wright,Sexual,music
U85555,True,Joan Farmer,Sexual,video
U26060,True,Cassandra Roberts,Violence,health
U32600,True,Taylor Perry,,finance
U16629,True,Cassandra Archer,Violence,sports
U27774,False,Anthony Shannon,ED,video
U45673,True,John Finley,SSH,weather
U9629,False,Rebecca Campbell,ED,music
U41375,True,Brandon Francis,SSH,news
U34512,False,Marissa Salazar,ED,sports
U37768,False,Michelle Alvarez,Violence,finance
U74088,False,John Owen MD,Violence,lifestyle
U74936,False,Morgan Montgomery,Sexual,northamerica
U39865,True,David Davidson,Violence,travel
U66262,True,Tina Ramos,,sports
U47042,True,Jamie Nelson,Violence,sports
U19415,False,Scott Powell,Violence,movies
U85564,False,Brandi Coleman,SSH,video
U57590,True,Ryan Montoya,ED,travel
U21195,False,Amanda Harmon,Violence,northamerica
U83045,False,Nancy Spears,Sexual,news
U88092,True,Natasha Gonzalez,ED,health
U38429,False,Susan Olson,Violence,foodanddrink
U93497,False,Destiny Parker,,northamerica
U14683,True,Phillip Costa,Sexual,lifestyle
U2621,False,Jessica Porter,SSH,weather
U78953,False,Maria Newman,Violence,video
U43593,True,Larry Smith,,weather
U83247,True,James Hunt,ED,video
U93989,True,Matthew Powell,Sexual,weather
U3662,True,Andrea Webb,,sports
U66204,True,Abigail Ward,Violence,finance
U78399,False,Angela Taylor,,foodanddrink
U56730,False,Samantha Wilson,,tv
U30446,True,Jaime Solis,,kids
U45662,False,Timothy Cabrera,ED,tv
U23493,False,Mrs. Leslie Fleming,Sexual,tv
U20191,True,Timothy Thomas,SSH,entertainment
U32870,False,Michael Smith,Sexual,kids
U11586,True,Shannon Russell,Sexual,northamerica
U50123,True,James Andersen,Sexual,foodanddrink
U34009,True,Elizabeth Haas,Sexual,kids
U82861,True,Patricia Caldwell,Sexual,lifestyle
U39553,False,Mark Buchanan,ED,middleeast
U3214,False,Jennifer White,,music
U3947,False,Cynthia Gay,,tv
U89657,True,Drew Miller,,foodanddrink
U20985,False,Mr. Kenneth Santana,Violence,finance
U6466,True,Amanda Nicholson,Violence,northamerica
U23610,True,Joann West,ED,video
U75068,True,Eric Singh,,kids
U46383,False,April Sanchez,SSH,video
U63100,False,Sandra Davis,ED,foodanddrink
U13181,True,Jason Hood,,sports
U81544,True,Derrick Brown,,weather
U57818,True,Brian Dixon,Violence,health
U6919,False,Dawn Skinner,Sexual,health
U23598,False,Chris Ramsey,SSH,tv
U68805,True,Nicole Harris,SSH,middleeast
U62665,False,Brianna Shepard,,travel
U76569,False,Brian Lawrence,Sexual,lifestyle
U86773,True,Lisa Bentley,Sexual,weather
U77733,False,James Johnston,Sexual,weather
U12493,True,Chris Savage,Violence,lifestyle
U85638,False,Elizabeth Jenkins,SSH,sports
U86407,True,Chelsea Fleming,SSH,entertainment
U77783,True,April Waters,SSH,travel
U35636,True,Thomas Martin,Sexual,travel
U8837,False,Stephanie Sims,Sexual,tv
U50461,True,Shannon Escobar,Sexual,tv
U86524,False,Melanie Cisneros,SSH,tv
U56438,True,Cindy Wise,Violence,tv
U79523,False,Rachel Aguilar,SSH,finance
U83734,False,Adam Hopkins,ED,health
U48972,False,Michael Obrien,Sexual,music
U5040,False,Monique Byrd,SSH,music
U89026,True,Pamela Conley,ED,health
U910,True,Johnny Warren,Violence,music
U25038,False,Christina Jacobs,Violence,news
U31382,False,Jenny Carson,,entertainment
U13724,True,Thomas English,Sexual,kids
U50600,True,Mindy Sweeney,Sexual,tv
U80527,True,Jeffrey Scott,SSH,kids
U71413,True,Karen Fritz,Violence,kids
U41955,True,Andrew Morrison,,middleeast
U52646,False,Jessica Nelson,SSH,travel
U71994,True,Brandon Avery,SSH,tv
U29209,False,Brenda Brown,,autos
U53737,True,Eric George,SSH,northamerica
U12503,True,Joshua Camacho,Sexual,foodanddrink
U25838,False,Allison Walker,,kids
U36548,False,Michael Dunn,SSH,news
U65485,True,Michael Brown,Violence,weather
U49418,True,Joseph Price,Violence,music
U77253,False,Karen Obrien,,entertainment
U79085,False,Amber Garcia,SSH,entertainment
U14709,False,Danielle Perry,SSH,weather
U21074,False,Jared Mcclain,Sexual,middleeast
U44555,False,Brenda Hubbard,,tv
U49658,False,Brian George,Sexual,northamerica
U77538,False,Edwin Walsh,Sexual,video
U22043,False,Anna Smith,ED,northamerica
U20116,True,Katie Petersen,ED,movies
U49175,False,Sara Morris,SSH,travel
U3205,False,Shannon Potter,Sexual,northamerica
U17200,False,David Brown,ED,entertainment
U41636,False,Dr. Brandi Caldwell,Sexual,travel
U85632,False,John Hamilton,Violence,finance
U8191,True,Jennifer Lam,Violence,movies
U51523,False,Elizabeth Hudson,SSH,health
U75930,True,Deborah Jones,Violence,kids
U12580,False,Debra Gallagher,Sexual,movies
U87497,True,Ann Smith,SSH,kids
U29073,False,Julie Brown,Violence,entertainment
U6933,True,Jacob Maddox,Sexual,video
U5360,True,Mark Pierce,ED,news
U65494,False,Jay Smith,,northamerica
U92250,True,Richard Romero,,tv
U39556,True,Deborah Davis,Violence,tv
U30068,True,Shannon Davidson,Violence,health
U63639,False,Mr. John Davis,SSH,kids
U56655,True,Angela Barnes,Sexual,health
U66663,False,Christine Diaz,Sexual,movies
U72534,True,Theresa Wiley,ED,northamerica
U87312,False,Timothy May,Violence,movies
U25170,True,Mrs. Erika Rodriguez,ED,entertainment
U85070,False,Emily Morales,Sexual,video
U40457,False,Daniel Neal,Sexual,movies
U23604,True,Jason Dixon,ED,sports
U24108,True,Bryan Clark,Violence,video
U30282,True,Steven Peters,SSH,middleeast
U88429,False,Michael Perry,,news
U59482,False,William Osborne DVM,Sexual,tv
U29762,True,Matthew Wright,Sexual,tv
U24154,False,Michael Tran,,weather
U65221,False,Carrie Flowers,Sexual,health
U46845,True,James King,Violence,finance
U67050,False,Todd Becker,Violence,finance
U36382,True,Corey Martin,Violence,middleeast
U38701,False,Christopher Johnston,ED,weather
U46540,False,Amy Floyd,Sexual,entertainment
U14711,True,Steven Sharp,Sexual,kids
U2456,False,Gary Brown Jr.,Violence,movies
U63095,False,Angelica Bernard,Sexual,lifestyle
U9894,False,Daniel King,ED,finance
U15411,True,Theresa Tran,,weather
U44563,False,Gabriela Johnson,SSH,lifestyle
U61306,False,Jennifer Pena,ED,entertainment
U23476,True,Devin Cross,ED,weather
U12760,True,Andrea Reid,,tv
U7102,False,Joshua Hernandez,SSH,music
U70273,True,Adam Parrish,Violence,lifestyle
U3989,False,Joshua Martinez,Sexual,autos
U8516,False,Christopher Acevedo,Violence,tv
U72428,False,Jessica Friedman,ED,northamerica
U11488,True,Kristin Martinez MD,ED,sports
U56419,False,Laurie Torres,ED,sports
U37269,False,Michael Martinez,SSH,lifestyle
U3130,False,Tracy Collins,Violence,entertainment
U9360,True,Michael Luna,,health
U92852,False,Jennifer Gonzalez,,autos
U40410,False,Jennifer Keith,SSH,sports
U16209,False,Patricia Mcneil,SSH,entertainment
U80765,False,Sarah Bryan,Sexual,lifestyle
U2513,False,Meghan Jenkins,,autos
U8610,True,Vincent Wright,ED,entertainment
U18932,True,Donald Marsh,Sexual,northamerica
U47573,True,Daniel Mcbride,Sexual,lifestyle
U43967,True,Larry Daugherty,SSH,lifestyle
U4061,True,Valerie Johnston,,video
U64688,True,Alicia Frey,Sexual,northamerica
U22607,True,Sara Long,Sexual,kids
U24553,False,Daniel Berger,SSH,movies
U68445,False,David Hughes,,travel
U87013,True,Michael Barber,,northamerica
U35065,True,Amanda Wilkins,Violence,sports
U33668,False,Jenna Hart,Violence,kids
U69879,True,Lori Meyer,ED,tv
U21269,False,Justin Hall,ED,kids
U1953,False,Dawn Miller,ED,northamerica
U47273,True,David Norman,ED,video
U31364,False,Charles Blackburn,Sexual,sports
U14169,False,Michael Jones,,video
U58046,False,Amber Morrison,SSH,weather
U52303,False,Lawrence Morton,SSH,foodanddrink
U4533,False,Jennifer Campbell,ED,video
U15430,True,Catherine Jensen,SSH,video
U77243,True,Sean Smith,,finance
U10781,True,Meagan Ramirez,SSH,foodanddrink
U85960,False,Melissa Harrell,Violence,middleeast
U45293,False,Mary Bradley,ED,middleeast
U54094,True,Amy Brewer,SSH,video
U60025,False,Donald Jensen,Violence,news
U81684,False,Gregory Hudson,Violence,kids
U65966,False,Greg White,ED,weather
U16260,False,Joshua Peters,Violence,news
U30803,False,Kim Friedman,,sports
U23841,False,Danielle Hamilton,Violence,tv
U84986,True,Kirk Copeland,SSH,music
U34927,True,Emily Johnson,SSH,health
U24354,False,Tammie Weber,Sexual,movies
U21770,False,Courtney Perry,ED,video
U19099,False,Donna Gonzalez,ED,video
U83585,True,Erik Jackson,ED,foodanddrink
U52528,False,Joshua Haley,SSH,entertainment
U54942,True,Donna Gamble,Sexual,travel
U25209,False,Shawn Wilson,ED,sports
U13337,True,Lauren Smith,SSH,foodanddrink
U30655,False,Ryan Riley MD,Violence,finance
U62469,False,Carrie Phillips,ED,entertainment
U78963,False,Anthony Lewis,SSH,tv
U25483,True,Sheryl Dodson,ED,entertainment
U92126,False,Patricia Ramos,Sexual,health
U78733,False,Jason Miller,Violence,entertainment
U46402,True,John Patrick,ED,finance
U15733,True,Michelle Johnson,Sexual,foodanddrink
U77813,False,Kristy Rosales,SSH,movies
U94030,False,Cheyenne Harris,SSH,tv
U81049,True,Timothy Bell,SSH,northamerica
U64899,True,Alexis Thompson,ED,news
U47666,True,Gail Curry,SSH,weather
U24908,False,Robert Wilson,Sexual,northamerica
U28020,False,Stephen Graham,SSH,video
U53280,True,Helen Smith,Sexual,lifestyle
U57195,True,Ruth Webb,Sexual,news
U27029,False,Kimberly Osborne,SSH,tv
U88223,False,Joseph Espinoza,Sexual,kids
U85637,True,David Smith,Violence,sports
U11837,True,Leslie Kirk,SSH,news
U32038,True,Thomas Clarke,SSH,finance
U27983,True,Derrick Webb,SSH,news
U10531,True,Douglas Hughes,ED,lifestyle
U69275,True,Linda Nguyen,,entertainment
U38366,True,Scott Moore,ED,middleeast
U27751,False,James Flynn,,video
U92210,False,Tricia Hall,ED,tv
U39819,False,Alexandria Callahan,Violence,health
U69641,False,Daniel Burke,SSH,finance
U81330,True,Desiree Ward,ED,news
U41795,True,Frank Richmond,Violence,kids
U51952,True,Michael Hernandez,SSH,travel
U10659,True,Beth Roberts,Violence,tv
U18802,False,Brittany Gomez,Violence,sports
U14880,False,Mrs. Kelly Camacho DDS,Sexual,video
U77076,False,Jennifer Williams,,kids
U72163,True,Robert Anderson,,middleeast
U77341,True,Christopher Simon,ED,autos
U68196,True,Thomas Ortiz,Violence,movies
U1641,False,Elizabeth Parks,Violence,foodanddrink
U70496,True,Wendy Porter,Sexual,tv
U21218,True,Rebecca Guzman,ED,foodanddrink
U64063,True,James Martin,ED,lifestyle
U45517,True,Melissa Rhodes,Violence,middleeast
U41500,True,Rachel Patterson,Sexual,foodanddrink
U26923,False,Alexander Hurley,ED,weather
U80086,False,Chloe West,,video
U78904,False,James Haas,Sexual,sports
U30729,True,Andrew Jones,Violence,sports
U82631,True,Michael Webster,ED,kids
U37750,False,Ariana Taylor,,kids
U25825,False,John Morris,ED,music
U23218,False,Eric Cooper,Violence,music
U53055,False,Darryl Williams,SSH,video
U71956,False,Crystal Griffin,Sexual,health
U20034,True,Chad Rodriguez,SSH,health
U2365,False,Ryan Moore,Sexual,weather
U90424,True,Lisa Mullen,SSH,video
U12423,False,Jessica Schmidt,,finance
U83923,False,Tiffany Nelson,Violence,finance
U78864,True,Rachel Frost,Sexual,finance
U78065,True,Joanna Hunter,Violence,autos
U45894,False,Adrian Maxwell,ED,kids
U91785,True,Tyler Martin,ED,sports
U57348,True,Mr. Shawn Andrews,,autos
U59001,False,Lisa Patterson,Violence,travel
U53629,False,Monica Smith,Sexual,news
U5714,False,David Browning,,movies
U85689,False,Robert Cook,Violence,weather
U43119,False,Christopher Weber,SSH,middleeast
U50248,True,Tiffany Davis,Sexual,northamerica
U75232,True,Thomas Baker,Violence,northamerica
U19632,False,Emma Montoya,,weather
U61789,False,Briana Osborne MD,SSH,entertainment
U19181,False,Brian Miranda,SSH,news
U23368,True,William Jones,ED,autos
U6969,False,Marilyn Dodson,Sexual,tv
U13504,True,Jeremy Flores,Sexual,tv
U9732,False,Michael Moreno,Sexual,weather
U74959,False,Thomas Ramos,,weather
U20100,False,Michele Simpson,,kids
U41084,True,Casey Barnes,Violence,finance
U15604,True,Steven Miller,,middleeast
U78279,True,Jessica Mendoza,Sexual,news
U57217,False,Austin Patterson,SSH,foodanddrink
U31207,True,Steven Herrera,ED,video
U1,False,Michelle Lee,Violence,foodanddrink
U45627,False,Laura Jones,Sexual,video
U69602,False,Tony Roberts,,news
U11864,False,Matthew Patterson,,video
U61418,True,Mrs. Megan Conner MD,SSH,entertainment
U15334,True,Philip Alvarez,Sexual,tv
U62246,True,Shari Bowman,Sexual,kids
U26837,False,Stephanie Wood,Sexual,finance
U77967,False,Emily White,ED,health
U85711,False,Ian Patterson,Violence,tv
U89229,True,Kim Wilson,,autos
U28645,True,Darryl Cruz,Violence,health
U62981,True,Roberto Robbins,ED,foodanddrink
U21599,False,Robin Brown,ED,news
U3739,False,Kendra Smith,,video
U38187,True,Susan Wu,Violence,middleeast
U58149,False,Brandon Wilson,Sexual,travel
U92797,True,Beverly West,ED,tv
U86624,True,Debbie Mclaughlin,,tv
U1150,False,Marcus Espinoza,Violence,kids
U5740,False,Jessica Fleming,,travel
U58790,True,Derek Hill,Sexual,news
U93345,False,Kristie Miller,SSH,foodanddrink
U1749,False,Leah Russell,ED,middleeast
U42830,False,Charlotte Brown,Sexual,sports
U66454,True,Christina Landry,Violence,music
U35486,True,Jeanne Wolf,ED,tv
U17243,True,Tamara Carrillo,Violence,weather
U36634,True,Patrick Knight,ED,autos
U57490,False,Krista Waller,ED,middleeast
U13379,False,Ryan Ross,SSH,health
U83540,False,Christopher Snow,Sexual,middleeast
U91056,True,Melissa Cantrell,SSH,northamerica
U46171,False,Michael Garcia,,sports
U43615,False,James Johnson,Violence,video
U66899,True,Kimberly Baker,SSH,tv
U38270,True,Gabriel Martinez,Sexual,news
U21237,False,Tammy Smith,ED,music
U59345,True,Brandon Love,SSH,autos
U49164,False,Mary Hunt,Sexual,middleeast
U4886,True,Jennifer Rivera,,tv
U62833,True,Henry Mills,SSH,tv
U77070,False,Marie Chavez,SSH,sports
U9286,True,Deanna Knapp,,video
U79991,True,Elizabeth Jensen,Sexual,entertainment
U26202,True,Tyrone Reese,,entertainment
U78072,False,Kelsey Bean,,music
U63874,False,Angel Foster,SSH,news
U50630,True,Gregory Williams Jr.,Sexual,travel
U47390,False,Sylvia Rivas,SSH,health
U71354,False,Robert Hill,SSH,lifestyle
U8479,True,Jessica Gilmore,,middleeast
U62776,False,Margaret Rowe,,lifestyle
U90809,True,Benjamin Sanchez,Sexual,music
U50617,False,Haley Miller,Sexual,weather
U24046,False,Emily Walker,Sexual,finance
U68636,True,Bryan Porter,Sexual,entertainment
U57310,True,Jared Garcia,Sexual,news
U2791,False,Tom Allen,Violence,finance
U58860,False,Michael Ward,Violence,video
U13010,False,Leslie Mcclain,Sexual,autos
U73353,False,Brian Thompson,Violence,sports
U52069,False,Keith Coleman,,movies
U28629,True,Alexander Miller,Violence,tv
U82012,True,Dr. Jessica Sharp MD,SSH,movies
U86600,True,Shelley Burch,ED,middleeast
U52151,False,Kevin Long,ED,tv
U37276,False,Amanda King,ED,travel
U71911,True,Greg Turner,SSH,lifestyle
U33877,False,Mr. Eddie Davis,Sexual,weather
U79084,False,Jason Perry,SSH,sports
U40266,True,Craig Green,,music
U9392,True,Nicole Kramer DVM,Sexual,health
U3440,True,Austin Kerr,Sexual,tv
U66859,False,Stephanie Phillips,Sexual,health
U15928,True,Lisa Williams,,sports
U35427,True,Francisco Hall,Violence,autos
U93229,True,Christopher Rangel,ED,lifestyle
U43865,True,Robert Fischer,SSH,weather
U66828,True,Kyle Perez,ED,health
U61988,False,Ariana Alvarez,Violence,entertainment
U93323,True,Reginald Greene,SSH,entertainment
U11660,False,Tiffany Hall,,movies
U3872,False,Tyler Hensley,,finance
U22875,False,Sean Love,ED,finance
U21267,True,Jessica Roberts,ED,foodanddrink
U53500,True,Sarah Perry,Sexual,middleeast
U78370,True,Michael Moore,,travel
U55589,False,Brendan Kelly,SSH,foodanddrink
U2475,True,Ashley Wilson,Sexual,travel
U45567,False,Michael Smith,Violence,finance
U33335,True,Christopher Stanton,Sexual,finance
U3525,True,Patricia Ware,,entertainment
U79969,False,Dr. Tasha Lee,ED,news
U51135,False,Tina Howard,Sexual,news
U93498,True,Rebecca Cervantes,ED,foodanddrink
U37144,True,Sara Duncan,Sexual,travel
U66681,False,Austin Griffin,ED,autos
U48544,False,Tiffany Carroll,Sexual,news
U48064,False,Vickie Hernandez,,news
U93085,True,Brandon Moore,,video
U30904,False,Jessica Matthews,Violence,weather
U16585,False,Kristen Jones,,foodanddrink
U58387,True,Richard Lopez PhD,Violence,northamerica
U36810,False,Kelly Mckay,Violence,autos
U6226,False,Jonathan Williams,SSH,travel
U53253,False,Ebony Hernandez,SSH,kids
U62678,True,Christine Cunningham,,finance
U71817,True,Lindsay Mann,Violence,foodanddrink
U25710,False,David Webster,Sexual,video
U89321,True,Susan Harrington,ED,kids
U79225,True,Jonathan George,Violence,travel
U11071,True,Teresa Howe,Sexual,entertainment
U21677,True,Cody Fernandez,Sexual,video
U74325,False,Amy Fitzgerald,,finance
U26256,False,Douglas Kennedy,,video
U26975,False,Yolanda Thompson,Sexual,movies
U11985,False,Joshua Lowe,Violence,kids
U46480,False,Mr. Zachary Oliver,SSH,news
U85422,False,Jason Hall,Violence,kids
U30830,False,Regina Massey,Violence,tv
U57586,True,William Montgomery,SSH,weather
U70872,False,Catherine Mahoney,Sexual,finance
U80090,True,Brenda Santos,SSH,kids
U23058,True,Michael Mcdonald,Violence,autos
U62670,True,Brent Crawford,,music
U74654,False,Steven Miller,,northamerica
U67511,True,Benjamin Jordan,Sexual,travel
U51049,True,Sharon Ward,Sexual,lifestyle
U20064,False,Rebecca Cervantes,,news
U20800,True,Robert Strickland,Sexual,finance
U136,True,Alexis Flores,,foodanddrink
U28019,False,Lisa Gregory,,video
U14019,True,Mary Jones,SSH,northamerica
U71362,False,Gilbert Miller,SSH,lifestyle
U22474,False,Jennifer Rogers,SSH,sports
U64171,True,Deanna Shepherd,Sexual,lifestyle
U48822,False,Shelby Scott,Sexual,news
U19198,True,Sean Taylor,,middleeast
U5260,False,Jason Peters,ED,northamerica
U46261,False,Amber Manning,,foodanddrink
U16686,False,Lisa Cole,ED,middleeast
U84502,False,Alan Brown,ED,foodanddrink
U2051,False,Tara Porter,Violence,movies
U57684,False,Sharon Weaver,SSH,sports
U34788,True,Shawn Morgan,,travel
U2827,False,Rebecca Wells,,weather
U23398,False,Anthony Tucker,ED,health
U55921,True,Casey Mcintosh,,northamerica
U83689,False,Michele Floyd,ED,sports
U43565,True,Zachary Cordova,ED,northamerica
U34051,False,Franklin Young,ED,tv
U63640,False,Justin Stevenson,,northamerica
U64609,True,Jeremy Sweeney,,tv
U34737,False,Stacy Ramirez,SSH,kids
U90213,True,Charles Adkins,Sexual,travel
U29365,False,Andrea Dougherty,,health
U33324,True,Mark Marquez,Sexual,finance
U52396,True,Amy Garcia,ED,northamerica
U45049,False,Thomas Mcclain,SSH,kids
U56542,True,Clarence Stevens,ED,lifestyle
U14335,False,Christine Campbell,SSH,video
U6810,True,John Johnson,,music
U93935,True,Dawn Martinez,Sexual,sports
U21236,False,Robert Baker,,entertainment
U62916,True,Louis Cordova DDS,,lifestyle
U16513,False,Matthew Mitchell,Sexual,music
U20328,True,Curtis Lang,ED,entertainment
U54808,False,Denise Gomez,ED,tv
U84783,False,Mr. Brian Hunter,SSH,music
U29368,False,Dylan Ryan,ED,autos
U85825,False,Adam Cross,ED,northamerica
U66535,False,David Robertson,Violence,sports
U32688,False,Stephanie Abbott,Violence,northamerica
U79800,True,Lori Griffith,Violence,lifestyle
U80316,True,Joann Brewer,ED,entertainment
U79740,False,Alex Sanders,Sexual,travel
U50626,True,Jennifer Gardner,,middleeast
U67224,True,Max Key,ED,finance
U55052,True,Terri Wiley,Sexual,tv
U17770,True,Kerry Hinton,SSH,entertainment
U45219,False,Andrew Jones,Violence,music
U93349,False,Mike Pitts,Violence,lifestyle
U66743,True,Ricardo Allen,Sexual,finance
U57802,False,Timothy Carroll,SSH,music
U71515,False,Patricia Neal,Sexual,movies
U92043,True,Jennifer Johnson,SSH,entertainment
U6746,True,Christopher Ochoa,SSH,kids
U52852,True,Danielle Brown,,finance
U65444,True,Perry Meyer,Sexual,health
U19818,True,Kristine Lester,SSH,entertainment
U15692,False,Cathy Davis,SSH,tv
U16542,False,Brian Johnson,Sexual,travel
U49602,False,John Mcdonald,Sexual,health
U39330,False,Crystal Brooks,SSH,entertainment
U49078,True,Matthew Baker,,middleeast
